labels,index,year,version,page,2500Bott,singlebott,scarcity,cognitive,external,internal,coordination,technical,demand,2500partner,singlepartner,advertising,nonuniform_progress,performance_constraints,user_heterogeneity,content_production,data_center/storage,Internet_infra,content_distribution,"browsers,_apps_&_smart_devices",end_users,external_partners,substitutional_partners,paragraph
0.0,200.0,2018.0,2018.0,36.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"Video Publishing Once ready to publish, videos can be finalized in several different formats. The beauty of the platform’s walled-garden approach is that all of the content is instantaneously dynamic. Whether the project calls for a vertical format for mobile users, a square format for Snapchat, or good ol’ wide format, Wibbitz will crop and reconfigure all of the content to optimize each version."
2.0,80.0,2007.0,2007.0,18.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"If DRM created such “friction between [content owners] and their customers” (as someone quoted in the article claims), how did Apple sell one billion-plus DRM-managed music tracks? How did American Idol sell 250,000 music tracks in five days using Windows Media DRM? How do Napster, the NBA, the UFC, Disney, Starz, Wal-Mart, CinemaNOW, MusicMatch, and [the list goes on and on] have such great success using DRM with all this friction? Where is the friction?"
0.0,360.0,2013.0,2013.0,60.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"Live events in the enterprise often include an online component such as a web conference or webcast to a targeted audience within the corporate intranet. Webcasting tools have become easier to use, and, with the development of interactive and social media tools, they’ve evolved from one-way broadcasts into two-way conversations. But just because you have myriad bells and whistles at your disposal doesn’t mean you have to use every one for every event. as i said in Part 1 of my article, “the key is to use the right technology to make it easy to reach the live audience and virtual attendees and provide them a quality and worthwhile experience.” Back in the early days, webcasting was more of a novelty with a poor end-user experience, says nick Balletta, CeO of talkPoint (talkpointcommunications.com). But today, webcasting live events may finally be reaching a tipping point."
0.0,80.0,2016.0,2016.0,11.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Founded in 2005 by author and radio/TV host Leo Laporte, TWiT operates like a TV channel, with all shows streamed live and also recorded for both video and audio podcasts.Covering topics from weekly tech news and Android apps to ham radio and home theater, TWiT’s shows work because they focus on knowledgeable and relatable hosts who have authentic conversations on topics that matter to the audience."
0.0,400.0,2009.0,2009.0,56.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Simple taxonomies are fine for static content that is finely structured.But what about video clips, which are by nature only partially structured?Jörg Waitelonis, a Ph.D.student in Germany, is creating Yovisto, anacademic video search engine to catalog semistructured content suchas recordings of lectures and seminars."
0.0,360.0,2015.0,2015.0,49.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"In the future, viewers will expect more than recommendations based on their previous viewing habits—after all it’s not so challenging to predict that after season three, episode four of Game of Thrones that you might want to watch the next episode, or that you avidly consume every program that includes Kim Kardashian. "
0.0,680.0,2018.0,2018.0,99.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Of course I could have chosen a better date because there was plenty of the fluffy white stuff on the ground,  an “effective” tool for business communications by more than 90% of executives (Wainhouse Research Q4, 2017).Despite this statistic, the networking of enterprise video often gets scant attention.We think 2018 will be the year that video networking will be front and center in most large organizations."
0.0,360.0,2013.0,2013.0,72.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"Since this was about an hour from the start of the webinar, I switched to YouTube Live to host the event. To be clear, the typical Brightcove user has access to network-savvy professionals who likely could have resolved the issue in real time and would be far too smart to delay actual testing until an hour before the event. So I wouldn’t expect the typical Brightcove user to experience the same problem. On the other hand, I never resolved my CMS issue, even with input from Brightcove technical support, though I put that issue on hold once I discovered (well after my webinar) that Streaming Media’s homegrown CMS had no problems with the Brightcove Live embed codes. So this was yet another rough edge that unfortunately limited my ability to test the system as fully as I have others."
2.0,800.0,2012.0,2012.0,151.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"Publishing By now, most OVPs support single stream playback to Flash and iOS devices. Though adaptive streaming is far from pervasive at this point, if you’re choosing an OVP in 2012, adaptive streaming for all supported platforms (Flash, iOS, Android) should be on its short-term road map, if not already available. For Flash, RTMP-based Dynamic Streaming is acceptable for smaller sites, though larger sites should offer HTTP-based Dynamic Streaming as well. "
0.0,160.0,2020.0,2020.0,11.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,"Balancing Latency with Picture Quality and Bandwidth Availability Latency is not the only consideration in a video streaming workflow; video quality and bandwidth are also very important across each application. The three operate in a balance: when the latency is reduced, either the picture quality will be reduced, or the bitrate will increase."
2.0,720.0,2012.0,2012.0,129.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"When growing viewer demand requires that you add another server, the media server software you’ve chosen should make this job as easy as purchasing another license and another generic server box."
0.0,520.0,2015.0,2015.0,77.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"Like any other CDN architecture, VoddlerNet predicts which content will most be in demand, and ensures that sufficient sliced copies are distributed around the network and placed appropriately. For content which is rarely selected, it may not be distributed among other peers in the network.  For this content, VoddlerNet’s hybrid approach ensures that it content can be delivered from a conventional CDN instead."
2.0,160.0,2010.0,2010.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"With more tools and distribution points than ever before, media publishersstand poised to reap the benefits of are bounding ad market and a competitiveinfrastructure environment that has significantly reduced cost.Now is the time for them to rededicate themselves to their audiences and their content. Enterprises need to be more proactive about leveraging the power of video. It’s been said that a picture is worth a thousand words.At 29.97 frames per second,a five-minute video would be worth 8,991 words! Organizations everywhere are only just beginning to embrace the communicative power of video,both internally and externally."
0.0,160.0,2020.0,2020.0,26.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Parlez Vous …? “Imagine, for example, that you live in a community that’s a very heterogeneous community. You have multiple languages that are spoken throughout your market area, and you may have one or two major languages. What you might do is put those major languages out over the air,” says Noland."
0.0,400.0,2023.0,2023.0,54.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"For this review, I wanted to learn how well USB Fusion could work as a video production switcher in an educational production scenario like our webcast series. I appreciated the ease of use for adding media and creating Presentations. Both the web UI and USB Fusion app were simple to use. I liked how information added to Presentations was automatically saved. Features that stood out to me were video playback, screencasting, and the ability to add webpages. I also thought the annotation and  telestration features were outstanding. The video playback features make it easy for presenters and producers to share videos during a production. The ability to share information on local devices with screencasting and to share webpages gives streaming producers more ideas for what they can do in their productions. I also appreciate the ad hoc and scheduled recording option on USB Fusion. This allows producers to confirm that their content is recorded. For viewing the audio levels of sources, it would be helpful if there were wider VU meters to make it easier to see them. "
1.0,680.0,2009.0,20092010.0,100.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"HTTP-based streaming is an evolving innovation that will yield significant benefits for content providers, while providing consumers with better access to bandwidth-optimized, high definition content. Since HTTP-based streaming utilizes existing web server infrastructure, eliminating the need for separate, dedicated media servers, specialized software tools and associated hosting fees, it will ultimately enable content providers to lower operating costs, realize greater management efficiency, and scale infrastructure with greater flexibility."
2.0,40.0,2019.0,2019.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"If you’re a Netflix subscriber, you know what happened next.Over the years, Netflix’s movie library has declined in both quantity and quality.Hunting for a movie to watch is a challenge. The people at Streaming Observer decided it was time for a retest.Using the current IMDB Top 250 list, they ran the same search.This time, Netflix had 35 titles, or 14% of the list. The site also found that Netflix has 15 percent of IMDB’s Top 100 movies."
0.0,200.0,2016.0,2016.0,39.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"Samsung’s Note is joined by both Motorola’s Moto X Pure (Style outside of the U.S.) and Google’s Nexus 6P (by way of Huawei) in having nearly 6"" diagonal screens. However, the list of top-rated smartphones includes nothing with a screen smaller than 5.1"" (the size of the Samsung Galaxy S6 and the S6 Edge). You’ll note the absence of any mention throughout this article of other mobile operating systems, as their continued decline or stagnancy makes them continually irrelevant in most considerations."
0.0,600.0,2013.0,2013.0,87.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"I would wager that you can’t make it through 700 words without a phone beeping, person talking, or visual distraction. The odds are definitely stacked in my favor. We live in a world where everything is designed to fight for your attention. The average length of an online video hovers around the 6-minute mark, but the average viewer on YouTube only makes it through 85% of a video before dropping off. And if the latest hot social app Vine is any measurement of the future, our attention span for content is shortening at a rapid pace. The warning signs that we are losing the battle for catching eyeballs and keeping them is nothing new. Twitter’s 140-character limit has been thwarting would-be Shakespeares since 2006. But Vine and other apps like it appear to be ushering in a new era of super-short, snack-sized content. If companies are going to survive in this new slimmed-down era, we must look at what these new tools are and how we can use them to thrive."
0.0,320.0,2009.0,2009.0,49.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"However, according to John Bishop, senior vicepresident of business development and strategy for InletTechnologies, who was briefed by Apple, Appleannounced no plans for a Windows version of anyadaptive-bitrate-streaming-compatible player or abackward-compatible player for previous versions of OSX.Obviously, this doesn’t mean that Apple won’t ship aWindows player next week, but until the companydelineates a strategy that will lead to significantpenetration within the installed base of Mac andWindows computers, the Apple solution seems relevantprimarily for iPhones."
0.0,400.0,2017.0,2017.0,74.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"There were only around 70 channels globally outputting 4K/UHD content by year-end, according to Futuresource Consulting. This consists of a mix of 24-hour and occasionally broadcast channels. Even fewer operators are picking these channels up and broadcasting them because, in most cases, the business case doesn’t add up."
2.0,520.0,2008.0,2008.0,101.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IDC estimates that enterprise video use will grow at a compound annual growth rate of nearly 50% over the next 5 years. The challenge for the enterprise is managing the various implementations of video usage—which often start in departments or divisions— in a controlled and secure way. It’s critical for large enterprises to develop a strategy today to enable them to effectively manage and distribute video to both internal and external viewers.
0.0,400.0,2014.0,2014.0,68.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"Adaptive bitrate streaming is a smart solution to the vexing problem of delivering large media files over the internet without demanding that users wait patiently for a one-size-fits-all file  to buffer. For popular video streaming services like MLB.com, HBO GO, and others, it’s a key to rising marketplace acceptance. And there’s more to come.  The development of Dynamic Adaptive Streaming over HTTP (MPEG-DASH) promises to further advance the craft by creating the first international standard for adaptive bitrate HTTP-based streaming."
0.0,560.0,2020.0,2020.0,75.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"In 2019, RIST (Reliable Internet Stream Transport) will Emerge  as a Powerful Alternative to SRT/ start before the video segment is fully encoded. CMAF files can also be encrypted. Created by the Video Services Forum (VSF), RIST is an interoperable (open) protocol for reliable streaming over the internet. RIST is a new open standard created by a consortium industry and multiple technology developers. Most significantly there is likely going to be support from the main standards creating bodies who initiated meetings via the Video Standards Forum (VSF)"
0.0,160.0,2018.0,2018.0,23.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Despite the current skepticism about the viability of VR/AR/MR, volumetric video streaming and capture will soon begin to have a great impact on consumer media and especially the enterprise market. This technology will eventually replace standard video recording and live streaming, and it will be used for various types of training, presentations, communication, collaboration, and live events. "
0.0,320.0,2020.0,2020.0,48.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"Globally, Android STB’s are in the lead and are making huge gains in Asia Pacific, Europe, and Latin America.In North America, Comcast’s Reference Design Kit (RDK) is leading the STB market, according to Rethink Technology Research. “We believe that Android TV will surge to the top of the leaderboard with 24% of global pay TV subscriptions. In North America Android will meet stiff resistance from RDK which will take 57% of set top OS subs,” according to the company."
1.0,200.0,2008.0,2008.0,38.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"The evolution in market needs is sparking a strategic evolution among key players in the enterprise online multimedia sector. Companies like Sonic Foundry and Accordent, which cut their teeth on developing content-creation platforms, continued to steadily expand their product lines to incorporate more sophisticated content management and tracking tools."
2.0,920.0,2012.0,2012.0,173.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"3.Create annotations or tagging. The first two steps sound less painful, but we’re going to cover all three approaches since manual creation of annotation or tagging can have significant monetization and asset management benefits. In reality, given the limited consistency of speech-to-text and visual pattern recognition, even those who rely on automated metadata extraction will find themselves falling back on manual metadata creation or corrections to automated metadata capture. "
1.0,600.0,2007.0,20072008.0,106.0,6.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Over the past 10 years I've seen a lot of thingshappen in this industry and it’s the people, like thosefeatured here, that have shaped it, one day’s work ata time.It’s hard to believe that Streaming Media’s10th anniversary is this year— 2008.Along the wayI’ve met a lot of inspiring thought leaders who’venever given up on this industry.Some of these peopleare new to me and the industry, and some I’ve knownfor almost as long as Streaming Media’s been around.All of us, that I like to call “a community”, have asomething binding going into 2008 that we’ve neverhad before, without skepticism—real opportunity.The opportunity to be involved in changing theworld.The way we work, the way we are entertained,the way we communicate ...the way we share."
0.0,80.0,2019.0,2019.0,12.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Briefly, Quibi is a high-profile streaming video service expected to launch on April 6, 2020. It was founded by Jeffrey Katzenberg, who brought in Meg Whitman as CEO, and it’s raised more than $1 billion so far, with major Hollywood studios on board. It will be available by subscription. Here’s the interesting part: It will only offer short videos, and they’ll only play on mobile devices. (Quibi is a portmanteau of “quick bites.”)"
0.0,400.0,2018.0,2018.0,66.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,PRODUCT BENEFITS/FEATURES: • Highest Quality Video Our peer-assisted delivery technology ensures that  each viewer gets the best quality video possible  without impacting your network. Hive Streaming supports the latest adjustable bit rate (ABR)  streaming protocols.
0.0,40.0,2020.0,2020.0,10.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"But even in the most benign scenario, I  defend this decision by universities, at least, for three reasons. The first is that COVID-19’s spread is expected to ramp up simultaneously as college and high school students leave campuses for spring break and travel around the  country and the world and back again, incubating viral infections as they go. The second is that the mortality rate for COVID-19 is very low for those younger than 50 with uncompromised immune systems, but dramatically increases for those older than 50. According to the National Center for Biotechnology Information, the average age for a tenured professor in the U.S. is right around 54, so slowing the spread of the virus as much as possible around college campuses is critical to protecting half of our top researchers and teachers. The third—and the far less morbid focus of this column—is that the educational technology available for teachers and students is ready for prime time and a full-scale crash test, even if we didn’t get to plan that opportunity in the way we would have preferred."
0.0,400.0,2014.0,2014.0,62.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,"Over the last half decade, the industry has largely focused on solving the technology issues related to what we collectively referred to as “online video.” Today those two words have little meaning; there is no longer a delineation between “online” and other video in the minds of consumers. Video is just video, and people expect to be able to access it anywhere, on any device, at any time, and in virtually any location."
0.0,920.0,2017.0,2017.0,125.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"The first step in DRM is encryption.(Image courtesy of DRMtoday) As you learned, DRM needs a licensing function, and each DRM vendor provides these functions differently—some directly, some with a network of third–party, value-added resellers."
0.0,400.0,2014.0,2014.0,65.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"MINIMIZE THE HEVC COMPATIBILITY RISK As with any new compression standard, there will be multiple suppliers of HEVC encoders and decoders embedded into systems, with no formal mechanism to enable playback compatibility among the various disparate systems. As a result, there will likely be many incompatibilities between HEVC-encoded content and HEVC software and hardware players, which viewers will appropriately find irritating if not infuriating."
0.0,200.0,2020.0,2020.0,35.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"As the content gets more popular, the challenges of delivering that content to a larger audience are amplified. When there are a few hundred people watching, live video delivery can be quite easy; when there are more than a million people watching, it becomes much harder. And as that audience grows, expectations grow, too: Today, viewers watching an over-the-top (OTT) live stream believe that it should be as good as—if not better than— traditional broadcast. Ten or 15 years ago, it might have been understood that the online version of a live stream was the “besteffort” and audience expectations would reflect that. In today’s world, audiences expect to be able to watch content on their terms, on any devices, and any type of internet connection, with the same quality of experience as the TV in their living room. Indeed, for an increasing number of consumers, OTT viewing is their only form of viewing. There is no longer an option to cut corners with OTT streaming and accept a lower bar for reliability."
0.0,80.0,2016.0,2016.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"This rich context information is something we collect in Adobe Analytics for every user session, but before Primetime Video Recommendations it was never combined with user consumption for recommendation. This is used as context that feeds Adobe’s algorithm for recommendation, coupled with existing information from session completion or ratings data, user data, and video metadata."
1.0,480.0,2007.0,2007.0,82.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"Timeline Global momentum for WiMAX is notably strong and growing.In the United States, Clearwire launched in 2003 and now operates in 39 domestic markets and four international markets, offering 1.5Mbps download and upto 256Kbps upload speeds. Last fall, Sprint Nextel also announced that it plans to develop and deploy the first 4G nationwide broadband mobile network based on Mobile WiMAX. The infrastructure costs will be $1 billion in 2007 and $1.5–$2 billion in 2008."
2.0,280.0,2011.0,2011.0,47.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Reaction to the two acquisitions fueled conjecture that 2010 may be the watershed year for metadata’s rise. I think, though, that we’re seeing just a small glimpse of how the state of metadata will swell in popularity. "
0.0,280.0,2016.0,2016.0,44.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,"INTERACTIVE TRAINING Adding viewer-feedback capabilities to a live broadcast, such as text chat or two-way video, can provide valuable interactivity for scenarios such as distributed learning. One option is to use a web conferencing service, such as Skype for Business or GoToWebinar. Potential downsides to this approach include (i) adding another technology set to administer, (ii) per-host or per-user monthly fees that increase with audience size, and (iii) bandwidth costs and Internet gateway congestion in your network if the server technologies are not hosted on premises."
1.0,320.0,2007.0,20072008.0,66.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"Even if you don’t make the switch to Silverlight, thereare several valid reasons for Windows Media producers to consider Expression Encoder.For example,Expression Encoder can import QuickTime files, whichis great if you’re producing in Compressor, After Effects,or Premiere Pro on the Mac.The Expression Encodercan batch encode multiple files, and it is compatible withcompression acceleration co-processors from Tarari."
0.0,240.0,2011.0,2011.0,43.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,The streaming video content produced by St. John’s is broadcast quality: The university does live-switched three-camera shoots from its campus facilities. These are anchored by color and play-by-play commentators and dressed up with on-screen graphics and slow-motion replay.
0.0,40.0,2015.0,2015.0,6.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"In other words, broadcasters have bought themselves a bit more time to accomplish two important ends: First, to showcase just what it means to deliver content over the air to consumers, potentially lowering overall data consumption needs. Second, to prove once again the criticality of legislative and market support of dedicated broadcasters in the fluid landscape of increasingly fragmented media content delivery and consumption. Both arguments must be made to establish relevance, both to the consumer and to lawmakers"
2.0,480.0,2008.0,20082009.0,85.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,"And what’s not so obvious? Young people will continue to take over the world. Already no longer just the digital audience, they will move beyond tech start-ups and assert themselves everywhere as digital power brokers—content programmers, Internet marketers, device engineers, ad planners, media buyers. But this time, generational change will be different; today’s new new generation is far more than just a “target demographic.” They are the future, and right now."
0.0,80.0,2022.0,2022.0,12.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,"At Streaming Media East 2022 in  Boston—our industry’s first in- person event in more than 2 years—I presented a session called Sustainable Streaming Lifecycles as a way to engage the industry in thinking beyond the present. Attendance was surprisingly good, especially since it was the last session of the last day, and the audience was engaged in the topic. This article both synopsizes that presentation and delves into other conversations that have happened since my first article focusing on sustainability (co-authored by Dom Robinson; go2sm.com/greening), all in the context of keeping streaming’s global- scale ambitions in line with potential power- consumption challenges."
0.0,80.0,2013.0,2013.0,18.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"“No, it’s not with YouTube themselves,” Rafi explains. “Where the unsavory business practices are coming from are the multichannel networks. Basically, YouTube has given a lot of power over to these multichannel networks to be able to almost be the support system for all the top people on the site, even the tiny people on the site, that are trying to become bigger. All these networks, like Maker Studios, Machinima, Fullscreen, Big Frame, IGN—I think there’s a good couple hundred now, if not more, that all have been making people sign contracts with them, similar to how an old, traditional Hollywood studio would, where they’re owning IP [intellectual property] for doing almost nothing for the people.”"
0.0,640.0,2022.0,2022.0,109.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"LCEVC, MPEG’s attempt to go green, is a codec that dares to be great without increasing your encoding times by 10x. As an enhancement codec, LCEVC deploys a lower resolution base layer of an existing codec (like x264) with an enhancement LCEVC layer. For example, in my tests, I configured the 1080p LCEVC stream with a 960x540x265 base layer and an LCEVC layer expanding the output to 1080p. The resultant MP4 stream is presented so that an HEVC player that’s incompatible with LCEVC will simply play the lower-resolution HEVC, thereby providing backward compatibility. "
0.0,80.0,2013.0,2013.0,18.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"The Birth of Drunk History “The show started when my partner Derek Waters came to me to help him make this video for his live show that he did at the Upright Citizens Brigade Theatre in Hollywood,” Konner said. “He said, ‘I want to film somebody drunk and then let’s re-enact what they said, someone drunk telling a story.’ And I thought that was hilarious and we went ahead and did it.”"
2.0,1320.0,2011.0,2011.0,196.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"Ensemble Video helps organizations orchestrate their online video. Our proven system provides flexible infrastructure options including on-premise software, an appliance and a hosted SaaS solution.  Ensemble Video’s easy to use interface, extensive feature set and flexibility make Ensemble the obvious video platform for organizations who want to enable multiple users across their enterprise to distribute video effectively and in an affordable manner. Our packages support upload, ingestion, transcoding, management, publishing, streaming, storage, sharing and distribution of video assets to countless devices. Ensemble Video provides solutions for customers in higher education, corporate enterprise, k-12, medicine, government and technology service providers."
1.0,360.0,2007.0,2007.0,69.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"And in preparation for this oncoming deluge of demand, it behooves content owners/producers/aggregators to at the very least dip their toes into the water so that when this demand does materialize they can be ready to take full advantage of these exciting new inroads and finally begin to deliver IP content to living rooms across the country."
