scarcity,nonuniform_progress,performance_constraints,user_heterogeneity,cognitive,external,internal,coordination,transactional,technical,demand,paragraph,label,Bottid,year,word_count,number_of_types
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"The  Media and Democracy Project (MAD), citing  Fox’s settlement of the Dominion Voting Systems lawsuit over election misinformation , in July  challenged the renewal of Fox-owned WTXF Philadelphia , and by extension Fox’s character qualifications for holding any TV station licenses at all.",0.0,11.0,,46,0.2
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"Optimum continues to make steady progress on our mission to be the connectivity provider of choice in every community we serve as we drive improved operational and customer experience metrics across the board. Creating dedicated Consumer and Business Services teams as well as doubling down on innovation best positions us to accelerate our initiatives, strengthen our operations, meet customer needs, and return to growth,” said  Altice USA CEO Dennis Mathew.",2.0,25,,71,0.3
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,"Social Trends with a Focus on AI and Privacy:  Twitter continues to shed advertisers and users as it struggles with brand safety,  content moderation, and executive departures following Elon Musk’s acquisition of the platform. TikTok continues to increase its share of  video time spent, providing consumers with an effective quick hit of entertainment dopamine. Meanwhile, a bill to ban the platform is gaining steam in Congress.",2.0,28.0,,69,0.4
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,DirecTV said it added  Weigel Broadcasting ’s Heroes & Icons digital broadcast network to its satellite pay TV platform.,2.0,28,,20,0.3
0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,"Throughout his tenure, Kim has played an integral role in Showtime’s evolution from a linear network to a bonafide  streaming service, establishing a first-in-class data science group. He is a pioneer in brand strategy, always prioritizing our  content and being mindful of how it would inform our growth while showing great reverence for the creative process and our audience's feedback,” the memo said. “Although we are very sad to see him go, don’t worry, he will be around for some time to help with the transition and consult,” the memo said.",2.0,27,,93,0.4
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"An October 2023 Next TV  review of the Xumo Stream Box plug-in device noted that while lack of second-tier apps was still problematic, “the Stream Box could be the Trojan Horse that ultimately extends Big Cable’s control of the connected living room.”",2.0,28,,43,0.2
0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,"Incorporating Hispanic culture in television is another key message, seen in back-to-back morning marketing sessions concerning brand advertising and cable- subscription acquisition and retention.",2.0,25.0,,24,0.4
0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,"In our current  media landscape, there are two principal drivers of change. On the one hand, new and forthcoming privacy standards (and the actions of platforms to comply with them) have deprecated the cookie and mobile IDs while giving rise to new categories such as customer data platforms (CDPs),  clean rooms and alternative IDs. On the other hand, the rise of new channels like connected TV (CTV) and  the shift toward omnichannel   media consumption have forced marketers to seek new ways to target, buy and measure advertising while transforming their own workflows and operations.",2.0,0,,93,0.5
0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,"The study found that 84% of FAST ad buyers expect their spending on such services to grow in 2024, with 48% of buyers saying they currently use FAST channels in their  media planning and buying.",2.0,29,,36,0.4
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Zaslav noted that  HBO Max has begun selling advertising on HBO originals. The company began offering pre-roll spots — commercials that run before the start of a show like The Last of Us without creating commercial breaks that interrupt the program.,2.0,29.0,,42,0.1
0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,"Dish lost 64,000 pay TV subscribers in the third quarter and posted a $139 million loss.",2.0,28,,16,0.3
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Tucci — Heart of Italy’ explores the complexity of Italy through its cuisine,2.0,25,,13,0.2
0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,"Across the board, the 2023 U.S. Women’s Open was a record-breaking championship, in large part due the commitment by NBCU to showcase the championship and its players with more programming across more hours, including primetime on the East Coast,” USGA chief commercial officer Jon Podany said. “The record-breaking  streaming numbers on Peacock are a testament to that commitment, as well as the growing interest in the U.S. Women’s Open and women’s golf as a whole.”",2.0,25,,76,0.3
0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,"Another extends brand and category analysis, with insight as to how brands and advertiser categories are performing within specific  media properties and across competitive networks and apps.",2.0,27.0,,28,0.4
0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,"In his blog post, LeGeyt cited Menendez's speech, calling it the latest in a chorus of alarm bells over the FCC’s “flawed merger review process.” He said that process —and the prospect it would kill the deal — risks undermining both investment in local television stations’ free service to the public and  media diversity.",2.0,0,,55,0.4
0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,"The company lost 700,000 direct-to-consumer subscribers in the quarter, but average revenue per subscriber rose 6% to $7.82.",2.0,28,,18,0.3
0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,"Over the past few years with COVID and the racial reckoning and so many other things, we have become better at truly understanding what people need and creating a culture around that rather than a culture around what the outputs are,” she said.",2.0,25,,43,0.3
0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,"Content Room’s branded  content is becoming more popular as advertisers look beyond simply airing 30-second spots, DiGiacomo said. “It’s about being innovative and how and where we target our audience’s ever-growing distribution footprint that now includes not only linear, but digital  streaming and a strong presence on CTV with our FAST Channels.”",2.0,29,,54,0.4
0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,"Apple isn’t the only major U.S. SVOD to raise prices, with Netflix just last week  confirming a new round of increases . However, unlike Netflix,  Amazon Prime Video ,  Disney Plus and others, Apple lacks an economical ad-based tier to steer price-inelastic customers into.",2.0,29,,47,0.3
0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,"Viamedia offers operational management of all aspects of the advertising sales business Included is a state-of-the-art, highly scalable Network Operations Center (NOC) that services all markets, with experienced supporting ad sales teams selling for over 70 MVPDs in 28 states covering 65 designated market areas (DMAs) in the United States.",2.0,29.0,,50,0.2
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"In the meantime, YouTube had begun to shape-shift its  content persona. In 2010, when Verizon added YouTube to Fios TV, the YouTube service was still viewed mostly as a jumble of short-form  video — everything from user-contributed shorts to music snippets to how-to videos.",1.0,0,,46,0.3
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"Also, 76% of Latinx TV viewers watch free  streaming services compared to just 14% in 2019. FAST services such as  YouTube ,  Tubi ,  Pluto TV ,  Roku and  Freevee account for a majority of free  streaming service viewing, according to the survey.",2.0,0,,50,0.2
0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,"Stepping away from the competitive cable vs. wireless discussion, meanwhile, Winfrey also took a moment to tout the  billions of dollars in subsidies the Biden administration is throwing at cable companies to execute the buildout of rural internet.",0.0,2,,39,0.3
0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,"Verizon is still  delivering 12 free months of   Netflix Premium to wireless, 5G Home and LTE Home customers who sign up for Starz Play via  its wholesale   subscription market, +play . That promotion was initiated back in July.",2.0,26,,44,0.4
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"Game Plus, a subsidiary of Anthem Sports & Entertainment that focuses on live sports and wagering  content , is moving into the chess business through a programming partnership with Chess.com.",2.0,25,,31,0.1
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,The current standard of 25 Mbps downstream/3 Mbps upstream was established back in 2015.,0.0,2,,14,0.2
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"Having said that, what then is Africa Channel’s target audience sweet spot? I will just say broadly, our audience is people of African descent who have made their home voluntarily or involuntarily outside of the continent of Africa. The secondary audience is those who have an interest in travel, lifestyle and culture, particularly that of Africa and its people.",2.0,25.0,,59,0.2
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"America can expect a good return on its investment to make broadband affordable for every household.  Research shows a high correlation between increased broadband penetration and GDP growth, with some studies even suggesting a causal relationship. The World Bank estimated that a 10 percentage point increase in broadband penetration can lead to a 1.2% jump in real per capita GDP growth in developed economies.",0.0,2.0,,65,0.2
0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,"She credits the women who came before her for helping break down barriers and push for change, adding that her generation has done the same. “There’s a sense among women in the field of banding together, of providing wrap-around support and pulling through the next group to pay it forward,” Harwood said. “Now we’re getting a multiplier effect for those efforts.”",2.0,25,,61,0.3
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"E.W. Scripps said it has launched a national ad campaign for  Tablo , its device that enables whole-home recording and viewing of over-the-air broadcasts and free ad-supported  streaming channels.",2.0,29,,31,0.2
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,WCVB got regional Emmy Awards in 10 categories this year and helped raise more than $37 million for charities through station-sponsored events.,1.0,0,,22,0.3
0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"The  streaming channels will be built around a broad range of NBCU entertainment, news, sports and Spanish-language  content , from  Saturday Night Live and Bravo favorites Top Chef, Real Housewives and Keeping Up With The Kardashians to black-and-white classics including The Lone Ranger, Lassie and Alfred Hitchcock Presents.",2.0,25,,51,0.2
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"One of the best parts about the movie-watching experience is to get with your friends to talk about your favorite actors, the best lines, the biggest action scenes and more,” Turner Networks president Jason Sarlanis said in a statement. “With Friday Night Vibes, we’re creating that experience with the brilliant and hilarious Nina Parker and Kevin Fredericks whose wealth of pop culture and  film knowledge, mixed with their amazing charisma and humor, will create a fun and lively watch-along experience for  film fans every month.”",2.0,25,,87,0.2
1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"Not only did veteran  Cisco Systems executive Michael Glickman  assume the reins in July from the only CEO Casa Systems has ever known, the founder himself, the retired Jerry Guo, he did at so at a low point for cable broadband technology vendors in general, with operators’ mouths full chewing on inventories frantically amassed during high pandemic usage levels.",0.0,2,,61,0.3
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,"Interruption Rate: The percentage of devices that were present at the beginning of the ad but did not complete watching the ad. Actions that interrupt ad play include changing the channel, pulling up the guide, fast-forwarding or turning off the TV. The Interruption rate is measured on a scale of zero to 100%.",2.0,29.0,,53,0.3
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"Seven years ago, the world was promised a digital apocalypse when the Pai FCC repealed ‘net neutrality’ regulations,” said Evan Swarztrauber, senior adviser at the Foundation for American Innovation and former adviser to Trump-era FCC chair Ajit Pai [whose FCC eliminated the rules] and commissioner Brendan Carr. “Those false flames of fear contributed to an environment that led to death threats against FCC Commissioners and their families and a bomb threat called into the Commission on the day of the repeal vote. Not only did the predictions fail to materialize, but America’s internet got faster, more available, more competitive and cheaper when adjusted for inflation. [S]o here the FCC goes again — hitting the pingpong ball across the table for another waste of time and taxpayer resources that has a very good chance of being struck down at the Supreme Court.”",0.0,11,,93,0.2
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,B+C: What are your predictions for FAST in 2024?,2.0,29,,13,0.2
0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Paramount chief fi0cial officer Naveen Chopra said the company is betting that the combination of Paramount Plus and Showtime “provides a better experience for consumers while simultaneously unlocking material fi0cial benefits for both our TV  media and DTC businesses.”,2.0,28.0,,40,0.3
0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,84% of buyers expect to increase FAST spending in 2024,2.0,29,,13,0.4
0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,"The democratization of  generative AI  has brought about a transformative shift in society, empowering individuals to actively participate in communication and  content creation. This shift is exemplified by  platforms like ChatGPT  and the rise of discursive communication, which have significantly influenced interactive and creative experiences. AI chatbots provide accessible support by offering valuable information, resources and emotional assistance, particularly in situations where human interaction may be challenging. The ability to express oneself to a nonjudgmental AI and the convenience and anonymity of digital communication are highly valued advantages.",2.0,24,,93,0.4
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"Ray Hopkins, president of U.S. Networks Distribution at Paramount , observed that Scripps has always taken a lot of pride in its local journalism.",2.0,25,,24,0.2
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"This is Detroit, a major market,”  Wendy McMahon, president and CEO of CBS News and Stations and CBS   Media Ventures , said. “How do we not have news? How are we not serving the local viewer in that market?”",2.0,25,,42,0.2
0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,"We are thrilled about the opportunity to expand our partnership with Walmart Connect,” said Matt Cleary, U.S. head of retail and eCommerce, Global Business Solutions at TikTok. “By marrying TikTok’s ability to drive product  discovery with Walmart Connect’s rich customer insights and broad product assortment, we are creating new ways for brands to reach key audiences in a measurable and joy-filled environment, further connecting the path between inspiration and action.”",2.0,26,,71,0.4
0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"A few hundred picketing writers walked along West 26th Street in Manhattan during the afternoon of May 5, making their voices heard about  the terms facing television and   film writers in the modern age . The  Writers Guild of America strike began May 2.",2.0,30,,48,0.3
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"Under Beau’s successful leadership, Telemundo has remained a highly influential voice to Spanish-speaking audiences throughout the nation,” Conde, who also is a  former Telemundo chairman, said. “He has led Telemundo during a transformative time. He and the team delivered innovative  content across all platforms and record fi0cial results. I look forward to continuing to work closely with him in his new role.”",2.0,25,,64,0.2
0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,"The Daily Beast reported that Rustin, ""is a thrilling, defining moment for the gay civil rights activist history books too often ignore, with a Colman Domingo performance that should have Oscar calling.""",2.0,25,,32,0.3
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,Ripley said that about deals representing about 50% of Sinclair’s distribution would be renegotiated before the end of the year. Another 40% are up for renewal in early 2024. That means that Sinclair hasn’t had a chance to reset rates for most of its footprint for at least two years.,1.0,17.0,,50,0.3
0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,"FreeWheel, Comcast’s ad tech company , said it made a deal with OrkaTV that will help its clients reach target audiences on free ad-supported  streaming television (FAST) channels.",2.0,29,,29,0.4
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,She said the FCC should investigate the deplatforming and the related issues of bundling and most favored nation clauses.,0.0,11.0,,19,0.2
0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Scanlon said that starting a FAST now is similar to starting a cable network back in the day.,2.0,29,,18,0.3
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,"Comcast data will be incorporated into Dynata’s advertising solutions product suite, enabling marketers to combine viewer data with Dynata’s real-time survey data to assess the performance of campaigns across broadcast, cable,  streaming and addressable television with a single-source approach.",2.0,0,,40,0.3
0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,"Dish finished the quarter with 8.84 million pay TV subscribers, down from 8.904 million at the end of the second quarter and 10.02 million a year ago.",2.0,28,,27,0.3
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"Under Symson, Scripps has been leaning into linear television, particularly over-the-air broadcasting.  Buying Ion, with its national footprint, gave Scripps more stations, more spectrum and more coverage.",0.0,2,,28,0.2
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"Besides tracking health care and other applications, Dzuban also is keen on a new flavor of “convergence” that unites cable’s wireline broadband capabilities with the industry’s fast-growing mobile communications business. Devising ways to unify these networking concepts so that users perceive almost no gap between the two is a focal point for SCTE, which will stage a “Mobility Pavilion” at the upcoming conference. As the two technologies intertwine,  the CableLabs subsidiary is also focused on “operationalizing” the industry’s tech advancements — transferring knowledge and skills throughout member organizations — as a way to achieve competitive superiority.",0.0,2,,93,0.2
0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,"Viamedia said it launched Parrot Ad Decisioning Systems, a new managed service that enables multichannel  video programming distributors (MVPDs) to insert regionally targeted ads on linear systems to match the local ads running on traditional cable TV systems.",2.0,29,,39,0.4
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"The ‘60s, ‘70s, and ‘80s were packed with iconic music, groundbreaking  movies , legendary  series , timeless fashion, and so much more, with each era leaving an indelible mark on entertainment that remains to this day. Whether you lived through it or wish you had, this block is the perfect chance for our intergenerational audience to fall in love with these decades all over again, and we invite viewers of all ages to join in on the fun as we take the ultimate trip down memory lane,” Daryl said.",2.0,25,,91,0.2
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"In their petition, Standard General and Tegna have argued the transaction will created a minority-owned company and expand local reporting and programming.",2.0,25,,22,0.3
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"But No. 4 company Dish Network lost 805,000 satellite TV customers last year vs. 595,000 a year prior. It lost nearly 10% of its satellite TV base last year. Those customer ranks stand at only around 8.6 million.",2.0,28.0,,38,0.2
0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,"Virtual multichannel  video programming distributors like  Hulu Plus Live,  YouTube TV  and  FuboTV  don’t negotiate directly with stations for their retransmission rights. Instead, vMVPD deals are negotiated by the networks, which negotiate terms for their affiliates.",1.0,20,,42,0.5
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,Also: Spectrum Reach Brings   Streaming to Self-Service Advertising Portal,2.0,29.0,,13,0.3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,"How the bits make it from point A to point B on a screen doesn’t matter, whether it’s a set-top box, tablet or mobile phone. Under the hood, CTV is still just television that happens to be delivered over IP. And FAST? Besides a cool-sounding acronym, free ad-supported television is still the traditional broadcast model. I don’t pay to watch CBS broadcast TV free over the air — advertisers do!",2.0,29.0,,70,0.2
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,B+C: What datasets are most valuable for the addressable marketplace?,2.0,27,,13,0.2
0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"Comcast lost 32,000 high-speed internet users through the first nine months of this year, and it's expected to be losing more in the ongoing fourth quarter.",2.0,28,,26,0.2
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,Advertisers can use contextual targeting capabilities,2.0,29,,13,0.3
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"Smith knows the market well. She was named KCCI news director in 2018, the first woman in that role. After graduating from Drake University in Des Moines, Smith got her start at KCCI as a producer, then moved on to newsrooms in Columbus, Ohio, and Pittsburgh before heading back to Des Moines.",0.0,1,,52,0.2
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"On Sunday, ESPN will air the College Football Playoff selection show, which will finalize the postseason matchups.",1.0,17,,17,0.3
0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,"The report also looked at today’s viewing patterns and ad buying and selling practices based on data from its Effectv ad sales unit and FreeWheel, Comcast’s ad technology company.",2.0,0,,29,0.4
0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,"Also, 57% of all Sunday Ticket subscribers arrive via  Google 's virtual MVPD, Antenna said. This data conflicts with  Morgan Stanley Research numbers published last month that suggested only around 20% of subscribers come from YouTube TV vs. the YouTube Primetime Channels marketplace.",1.0,20,,45,0.4
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"Congress provided $65 billion in  the Infrastructure Investment and Jobs Act (IIJA) for broadband infrastructure. The National Technology and Information Administration (NTIA) is overseeing $48.2 billion of that, mostly going to states via  the BEAD program . No state got less than $100 million and over a third--`19-got over a billion dollars.",0.0,2,,54,0.2
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"Cantwell told Rosenworcel that Congress should create a new copyright regime for linear TV  streaming services so that broadcasters can more easily be compensated, but that the FCC did not have to wait around for Congress to get to it.",0.0,11,,41,0.2
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"""The reconfirmation of Commissioners Starks and Carr will allow the FCC to get down to business without worrying about possible disruptions,"" said Benton Institute for Broadband & Society Senior Counselor Andrew Jay Schwartzman: . Commissioner Starks has provided stalwart support for  media diversity and rapid broadband deployment, especially to those people and places that too many others have neglected. Benton does not always agree with Commissioner Carr, but in a time of deep partisan division, we do very much appreciate his collaboration on many issues, especially on spectrum matters.""",0.0,11,,90,0.2
0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"Parrot ADS presents an enormous opportunity for MVPDs to effortlessly package and execute their linear inventory with connected TV (CTV) inventory, all while better serving their local communities, businesses and advertisers,”  Viamedia CEO David Solomon said. “Parrot ADS is not just a solution; it’s a revolution in advertising. Its simplicity and efficiency during this pivotal transitionary phase are unparalleled. It’s a genuine win for all stakeholders.”",1.0,20,,67,0.3
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"TNT’s in-season tournament game between the Golden State Warriors and the Sacramento Kings was the most-watched non-football game this week, averaging 2 million viewers. The game was the most watched of the inaugural tournament, which averaged 1.35 million viewers across  ESPN ,  TNT , and NBA TV, according to SportsMedia Watch.",1.0,17,,53,0.3
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"In December 2022, the Federal Communications Commission launched a rulemaking proposal — as part of its implementation of the  Bipartisan Infrastructure Act — that aims to prevent digital discrimination. That proposal would sanction both unintentional and intentional discrimination in the provision of internet access service.",0.0,11.0,,46,0.2
0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,"Better partnering between networks and distributors and tech platforms, Strauss added, will lower churn rates.",2.0,28,,15,0.4
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"Bravo fans headed to Las Vegas to soak up  BravoCon will have a number of treats in store for them thanks to sponsors, who have created on-site attractions designed to match the channel’s unique take on reality.",2.0,25,,38,0.2
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,"Sohn, former adviser to then-FCC chairman Tom Wheeler and longtime advocate for fair use and net neutrality rules, took heat for various stands as 1) a public interest advocate, 2) a backer of shuttered free broadcast  streaming service, Locast, and 3) as an occasional Fox News critic as a private citizen, resulting in a stalemate in Congress on her nomination.",0.0,11,,61,0.3
0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,"Moriba’s ultimate goal is to ensure Black issues and stories are heard across all platforms, she said.",2.0,25.0,,17,0.3
0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,"With   Hulu Plus Live TV,  Sling TV and Fubo all adding customers in Q3, the vMVPD category now controls, for the first time, more than 20% of U.S. pay TV customers.",1.0,20,,34,0.4
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"Beyond that, Sinclair is preparing to enter the marketplace with one or two shows developed in concert with  CSI: Crime Scene Investigation creator Anthony Zuiker . While station groups have seen pitches for three shows from Sinclair, only one or two are likely to go forward this fall, said Ehrlich.",2.0,25,,51,0.2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"After more than a year of trying to get the deal done, Tegna said that as of Monday, May 22, its merger agreement with Standard General has been terminated and it can collect a $136 million breakup fee. May 22 was the deadline for Standard General's fi0cing of the deal.",2.0,28,,50,0.1
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,The loss of MLB Network comes within weeks of the start of  Major League Baseball’s Spring Training season and less than two months before the start of the baseball's regular season. ■,1.0,17.0,,33,0.3
1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"We have some franchises that are extremely popular with the TV one audience, and luckily, we're now at a point where we can make that available to people who are outside the pay ecosystem without cannibalizing the [linear] business,” she said.",2.0,0,,41,0.3
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"The study also found that 80% of viewers most often watch TV programming on a television set. Viewers said that if they have to watch commercials, 49% prefer pre-roll ads to messages that interrupt programs.",2.0,29,,35,0.2
0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,"The 18-year-old independent network’s lineup of Africa-based lifestyle and food shows, scripted  series and  movies can be viewed on multiple platforms including cable, through deals with Comcast, Charter Communications and Cox Communications; via agreements with free ad-supported TV platforms such as  Xumo Play ,  Pluto TV and  Tubi ; and through  subscription VOD service  Demand Africa .",2.0,29.0,,64,0.3
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"If past is prologue, though, and the Democratic-led FCC decides to reregulate broadband, a decision won't come for several months. That decision will then almost certainly be appealed to the FCC, taken to court or both.",0.0,11,,36,0.2
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"According to the latest OpenVault report, ISPs may need to find a new way to tamp down consumption on their networks",0.0,2,,21,0.2
0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,The new joint-venture gadget replaces the Xfinity Flex puck that Comcast had been giving out for free to its broadband-only subscribers,2.0,25,,21,0.2
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"Case in point: Gray Television's indie KTVK-TV in Arizona, now the local TV home of the Phoenix Suns, which is  about to be pulled off increasingly powerful YouTube TV .",2.0,25,,31,0.3
0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,"The negotiating committee for the Writers Guild of America told members that a tentative agreement has been made with Hollywood’s big movie and television producers, meaning that an end to the 156 day strike that has frozen the entertainment industry.",2.0,30,,40,0.5
0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,"We plan to modernize all of our distribution agreements upon renewal in a way that works for customers,” Winfrey said. “That means packaging flexibility and not asking customers or us to pay twice for similar DTC and linear programming.”",2.0,26,,39,0.4
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"The Federal Communications Commission has voted 3-2 to begin the process of giving utility-style authority to regulate broadband access by  reclassifying broadband as a Title II telecommunications service subject to some common-carrier regulations and then restoring bright-line rules against blocking, throttling and paid prioritization.",0.0,2,,45,0.2
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,"Then on Dec. 23, Standard General, which was clearly hoping to get the FCC to make a decision ASAP after months of vetting, said it would agree to all of the retransmission consent-related conditions that NCTA-the Internet & Television Association had wanted for as long as it owned Tegna.",1.0,0,,49,0.3
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,"B+C: Now that FASTs are a consumer mainstay, what do advertisers need to know?",2.0,29,,14,0.2
