scarcity,nonuniform_progress,performance_constraints,user_heterogeneity,cognitive,external,internal,coordination,transactional,technical,demand,2500partner,singlepartner,content_production,data_center/storage,Internet_infra,content_distribution,"browsers,_apps_&_smart_devices",advertising,end_users,external_partners,substitutional_partners,paragraph,label,source,length_approx,singlebott,word_count,number_of_types
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Other observers say the issue is overblown. A Consumer Reports survey found that three-fourths of cable subscribers who also subscribe to  streaming services say they won't drop cable because they're relatively happy with their provider.,0.0,0,36.0,0.0,36,0.2
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"When it comes to sports, however, people want to watch live sports on a large screen. For a three-hour show that you've paid $30 to $40 for, the small screen doesn't work. You want to sit with friends, drink a beer and watch a fight on the large screen. That's what's so attractive about FITE TV. The biggest differentiator is our technical ability to connect the stream and bring it to the big screen. We don't have any hardware for a specific box to be connected to the TV, and there's no need for a cable  subscription .",0.0,0,54.0,0.0,99,0.4
0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,It has also been argued that Congress's mandate that the FCC promote the commercial availability of boxes does translate to promoting new competitive services that rearrange that disaggregated  content so it can be integrated with  online video competitors.,0.0,0,56.0,0.0,40,0.2
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"The benefit of forensic is it's invisible and traceable, it survives re–encoding several times, and the better [vendor] services that are more established have some unique IP around tracing it back to the source,” Pradel said. “But the problem is, it's just not a deterrent, and if you look at the major leaks of the last three, four years, they didn't result from people who intentionally...tried to distribute them to torrent sites. They were legitimate copies that got into the wrong hands.",0.0,0,68.0,0.0,82,0.3
0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"Wagner: The last test we did, July 9 for another UFC event, the average viewer on Sony averaged 18 Mbps. The stream is adaptive. If your bit rates drop below 18, it moves to an HD 720p feed. It's not fixed, and adapts to whatever your internet connection is. There are certain countries that don't have great bandwidth, but in terms of the U.S., Western Europe and parts of Asia, broadband is plentiful.",0.0,0,11.0,0.0,73,0.5
0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,"AT&T and Time Warner have characterized their merger as an opportunity to change consumer behavior, using Time Warner content and AT&T distribution vehicles like its upcoming DirecTV Now to offer skinnier bundles, mobile and social  media -exclusive  content and low-cost  video products supported by advertising.",0.0,0,14.0,0.0,48,0.4
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Dish Network's Sling TV  OTT service is approaching 1 million subscribers despite rising competition in the space.,0.0,0,16.0,1.0,22,0.1
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"AT&T began migrating U-verse TV customers to DirecTV almost immediately after closing on the DirecTV acquisition. Since the fourth quarter of 2015, U-verse has shed 1.34 million TV customers, while DirecTV has added 1.21 million net new customers.",0.0,0,91.0,0.0,38,0.2
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"AT&T stock has been on a roller-coaster ride in 2016, rising 16% starting March 1, when it first announced its plans for  OTT service DirecTV Now, through the the summer. It lost much of that ground in later months, falling to its current level, about 5.5% higher than at the start of the year.",0.0,0,45.0,1.0,55,0.1
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,But securing the deal could come at the price of monetizing all that new Time Warner content if the quid pro quo is making it accessible to others.,0.0,0,47.0,0.0,28,0.1
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"Beyond originals, “we're actively discussing a range of live events across each of the sports, both for U.S. and international,” he said.",0.0,0,51.0,0.0,22,0.2
0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,"More recently, under the Ross Greenburg Productions umbrella he has produced a lineup of award-winning sports  documentaries for several networks including Against the Tide (Showtime), Forgotten Four: The Integration of Pro Football (EPIX) and Jack Nicklaus: The Making of a Champion (Fox).",0.0,0,62.0,0.0,43,0.2
0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"DirecTV Now has signed deals with NBCUniversal and The Walt  Disney Co. that include NBC and ABC stations in their owned-and-operated markets. But at the Next TV Summit, he said ultimately he would like to have a service where a consumer can access broadcast programming in different markets when they are traveling.",0.0,0,69.0,0.0,53,0.3
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"In our opinion, distributors have the ability to subsume all  content under their aggregation umbrellas, which makes the whole concept of cable networks irrelevant,” the Barclays analysts wrote.",0.0,0,79.0,0.0,29,0.1
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,"For cinematic VR, one feature worth exploring is volumetric  video or light fields. Room-scale experiences provide the greatest sense of immersion, and commercially viable volumetric  video would be a real game-changer. I also think social will play an important part in the future of VR. As can been seen in some of the popular mobile apps, people love being able to share their experiences and ‘tune in’ to what's going on in their friends’ lives. VR provides an unprecedented opportunity to connect people in a way that feels real but is still completely digital. This is an area that should be explored deeply, and I can't wait to see what's on the horizon.",0.0,0,80.0,0.0,115,0.3
0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,"With the commercial deployment, Comcast joins a growing mix of cable operators and Internet-service providers that have implemented usage-based Internet data policies, including AT&T, Mediacom Communications and Cox Communications.  Altice USA -owned Suddenlink Communications also has a data plan policy that charges extra when customers exceed their monthly cap, along with a recently launched unlimited data option, but former Cablevision Systems properties now owned by Altice don't implement data caps. Charter Communications, per the order approving its acquisition of Time Warner Cable, is prohibited from imposing data caps or charging usage-based pricing on residential broadband service for seven years.",0.0,0,84.0,0.0,100,0.4
1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,"* Opening the Door to the App Tax: Today, many of the widely deployed platforms usually receive an upfront fee or cut of revenues from software developers to have their apps made available on these very popular platforms. Clearly, MVPDs should not be required to develop either full-featured or consumption-only apps for platforms demanding revenue sharing of any kind. This needs be addressed upfront, not punted to a later date.",0.0,0,91.0,0.0,70,0.3
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"Public Knowledge, though, has been urging the public to support Wheeler's “unlock the box” efforts at the FCC and in Congress and taking aim at opponents and questioners of the plan.",0.0,0,23.0,0.0,31,0.1
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"From a  video standpoint, we're in position to enable that,” Kevin Hart, EVP and CTO of Cox, said. “The conversion from the QAM  video distribution to only all-IP is still, I think, many years out into the future for most of us.” …",0.0,0,26.0,0.0,45,0.3
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,The three things that I think about a lot are the pace of change that's going on with technology; the pace of change going on with consumer behavior; and what's going on with competition and consumers’ ability to choose. Those are all moving at such a rapid pace. That is really driving a lot of the change that is going on in the business.,0.0,0,33.0,0.0,64,0.4
0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,"PE: We just saw a consumer group that was being underserved. Sometimes you have to say, “OK, if I have a large customer opportunity, and this is the  content that they want and they want it both on their TV and their screen of choice, how do I get the  content ? How do I put it on their screen of choice? How do I make it a reasonable value play?” Remember, I said you can't be afraid to pioneer. You have to go to the market and trial it and see what the customers tell you. We're in a trial now with that product.",0.0,0,0.0,0.0,107,0.3
0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,"Layer3 TV, though, insists that it has not secured any “special” deals with cable operators, characterizing those interconnection agreements as standard.",0.0,0,49.0,0.0,22,0.3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"You see the things like Sling, like the Dish packaging, Verizon's packaging; is that a step in the right direction? Possibly,” Albert said. “The question is, what flexibility do those companies have to continue selling and marketing that  content in that way? I don't know the answer to that, but I think we'll find out sooner or later.”",0.0,0,52.0,1.0,59,0.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,"The group letter said customer information, anonymized or not, belongs to the customer, and ISPs have failed to show how those customers would benefit from the carveout. Instead, it would be an “an attractive way for [ISPs] to circumvent the vital consumer protections that will be put in place by this rule.”",0.0,0,71.0,0.0,52,0.1
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"I've had to really pivot this business to be sure that we're building an experience that's based in  content but is seamless and frictionless across every single device,” he said. “The iPhone only came out in ‘07 … and now smartphones and tablets make up 50% of all of our digital sales.”",0.0,0,73.0,0.0,53,0.5
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,"The FCC's current proposal to come up with bright-line rules on broadband customer privacy is only part of the larger issue of keeping consumer data safe from prying eyes while not kneecapping the targeted ad business model that allows for free  online content . Protecting information from foreign and domestic hackers is a separate issue, though one that continues to dominate privacy vs. security discussions in Washington — in that case, national security.",0.0,0,80.0,1.0,74,0.1
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,"IBC's peer-reviewed technical paper sessions track–dubbed Advances in Technology–saw a 40% year-over-year bump in submitted papers to discuss. That prompted IBC to introduce 13 technical sessions, including six new ones: the rollout of UHD TV, studio IP trials, virtual reality and 360-degree TV, the Internet of Things, targeted advertising and metadata applications.",0.0,0,89.0,0.0,52,0.2
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Netflix 's ascent has been fueled by a new approach to the TV business: One that's commercial-free, on-demand and loaded with original  content .  Netflix has never been afraid to spend, and it's expected to raise its overall  content budget from $6.5 billion in 2016 to $8.3 billion this year, more than doubling that expense line to $17.5 billion by 2030, according to Sanford Bernstein  media analyst Todd Juenger.",0.0,0,10.0,0.0,73,0.2
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,"Netflix CEO Reed Hastings, on a February podcast with venture capital and tech guru Marc Andreesen, made no bones about his feelings as to the future of linear TV. On the podcast, Hastings mentioned that  Netflix had shifted its $200 million-plus ad budget from linear TV to  online a few years ago, mainly because they wanted to target shows to individuals. A similar fate could be in store for linear networks.",0.0,0,0.0,0.0,73,0.2
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Jennifer Colbert has joined IM Global Television in Los Angeles as vice president, development of its Unscripted & Alternative division. She had served as an executive producer and showrunner for such networks as A&E, Lifetime and VH1.",0.0,0,14.0,1.0,37,0.1
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Dreams is being programmed through a manual/automated hybrid. It will manually insert live programming (such as coverage of press conferences) in tandem with an algorithm that optimizes what's featured on the platform based on watch time and  content popularity. It has also been testing some live productions, including a morning show based on the news of the day.",0.0,0,25.0,0.0,59,0.4
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"This year's Cable Hall of Fame honorees are truly the best of the best,” Michael Willner, president and CEO of Penthera Partners and chairman of The Cable Center's board of directors, said in a statement. “They are leaders of some of the most influential companies in the world, and have shaped the industry's operations, programming and our society. We are thrilled to induct our first  series into the Cable Hall of Fame as well. The Sopranos was the seminal  series that proved television was more than the broadcasting networks alone, and we are excited to pay tribute to the impact it had on the growth and success of our industry.”",0.0,0,78.0,0.0,112,0.1
0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,"Roku will offer those TV-style ad guarantees via the hundreds of channels comprising its Audience Network, including inventory for pure play  OTT apps, TV Everywhere apps and even apps from MVPDs. That's all rolled up into an aggregated audience, with Roku offering guarantees for demographic delivery.",0.0,0,94.0,0.0,47,0.2
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"Traditional TV still dominates the viewing landscape, as the tournament averaged 10.82 million viewers, up 16% from last year's average of 9.37 million. The championship game, won by North Carolina, netted an average of 22.99 million viewers, up about 30%.",0.0,0,99.0,0.0,40,0.2
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"Others in that group also shed light on other increasingly important tech and service categories, including cybersecurity, the Internet of Things, accessibility and artificial intelligence:",0.0,0,9.0,1.0,25,0.2
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,"Ensuring that IoT devices are secure will be a top priority going forward. For ISPs, that means making sure that they can isolate future botnet attacks, protecting the rest of their customers and the larger network.",0.0,0,14.0,0.0,36,0.2
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Walk into any electronics store on a Sunday and they're showing games at the highest resolution while promoting curved displays to create a greater sense of immersion. But will the next true in-home sports experience get you 10 feet away from a screen or 10 feet away from the play?,0.0,0,23.0,0.0,50,0.3
0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"Since coming from Charter Communications in 2010, Comcast Cable executive vice president of  content acquisition Greg Rigdon has been part of some of the industry's landmark deals — including Comcast's 2012 renewal with The Walt  Disney Co., which helped set the tone and template for years to come.",0.0,0,31.0,0.0,50,0.2
1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Commercial-free is one piece of it. If somebody really wanted that premium experience — had the ability to, in one place, catch up from the beginning and have the most comprehensive catalogue of FX programming — it really didn't exist. And now, with our technology and through our partnership with FX, we have the ability to offer FX subscribers the option to a more premium experience.",0.0,0,35.0,0.0,66,0.7
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"Smaller distributors also have another arrow in their quiver in that broadband is increasingly becoming king. As Cable One and other midsized distributors have dropped major network groups like Viacom, and have survived the  video -subscriber losses, smaller distributors have been emboldened to take a harder stance. With  video margins shrinking, many have said there's more money in selling broadband (usually at higher-speed tiers to accommodate  streaming ) and providing links to  subscription video services from other providers.",0.0,0,41.0,0.0,82,0.2
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,"With continued emphasis on superhero story lines and top production, Monday Night Raw and SmackDown Live rank among the most watched shows on weekly cable, while  OTT WWE Network has more than 1.5 million subscribers. Production arm WWE Studios recently announced it would add scripted, nonscripted, family, animated TV and digital  content to its lineup. And WWE trails only MLB.tv among top sports  OTT services (per Parks Associates). McMahon’s global entertainment company captivates demos in a space he truly owns.",0.0,0,36.0,0.0,83,0.2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,"As a milestone, Pocket.watch said its partner channels on YouTube and one that it operates under its own brand surpassed 1 billion views per month.",0.0,0,52.0,1.0,25,0.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"Former FCC chairman Wheeler's forward, and fallback, position was that it was ISPs who were the big threat. Even presented with the size and scale of a  Google — whose goal is to amass all the information in the world — the argument is that there is little competition for access, while web surfers don't have to use  Google or be on Facebook.",0.0,0,60.0,1.0,65,0.2
0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"ID's growth since its launch nine years ago has made it increasingly attractive to advertisers. With the upfront market — a time when cable networks sell more than half of their commercial inventory — approaching, ID is also drawing new competition, notably from Comcast's NBCUniversal, which said in February that its Oxygen network will become a crime destination network for women, featuring new programming from Law & Order creator Dick Wolf.",0.0,0,83.0,0.0,71,0.3
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"LOOKING TO CATCH UP on a feature already supported by its over-the-top platform rivals, Apple is testing a new Apple TV that can stream  video in Ultra HD/4K, Bloomberg reported.",0.0,0,94.0,0.0,31,0.4
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"It told the FCC that while the MFN and ADM clauses are bad enough, a bigger problem is that smaller distributors often don't even get to strike deals under any terms with diverse programmers, because their time, money and bandwidth is tied up in programming bundles forced upon them by programmers with must-have channels.",0.0,0,78.0,1.0,54,0.3
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"We see no evidence of fundamental trends to support a view that things are getting less worse,” Juenger wrote last week, adding that pay TV subscribers and conventional TV audiences continue to fall while  subscription VOD services like  Netflix gain viewers.",0.0,0,18.0,1.0,43,0.2
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"Financial terms were not disclosed, but the near-term plan is to integrate Watchup into Plex, which already supports several platforms, including Nvidia Shield, Xbox One and Xbox 360, PlayStation 3 and PS4, several smart TVs, Apple TV,  Google Chromecast, Roku players, Web browsers and TiVo boxes, as well as iOS, Android and Windows Mobile devices.",0.0,0,29.0,1.0,56,0.3
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,"Additional National Cable Television Cooperative cable systems with TiVo-based boxes will also have access to the new EPIX app, though there have been no additional committments yet. Other U.S. MVPDs that use TiVo's platform include Buckeye Broadband, Grande Communications, RCN, GCI, Armstrong, Mediacom Communications and  Altice USA 's Suddenlink systems.",0.0,0,56.0,1.0,51,0.1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Lionsgate recently acquired Starz for $4.4 billion, and stakeholder John Malone called Lionsgate “the gravitational center of the consolidation of free radicals,” or small, independent  content companies.",0.0,0,68.0,0.0,28,0.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,"But millions of consumers will have the opportunity. Fox plans to offer a live, non-authenticated stream of Super Bowl LI via its Fox Sports Go platform. The network will provide the free stream at FoxSportsGo.com, as well as via apps for iOS, Android, Windows and Amazon tablets, and several TV-connected devices, including Apple TV boxes, Roku players, Android TV devices, Amazon Fire TV devices, Xbox One consoles and the  Google Chromecast  streaming adapter.",0.0,0,73.0,0.0,75,0.4
0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"But with vMVPDs, the strategy has been different. Networks have been striking their own, broad deals with  OTT distributors, offering owned-and-operated stations in their local markets and next-day national network feeds in areas where they don't own affiliate stations.",0.0,0,76.0,0.0,40,0.2
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"Traditional MVPDs have grown used to rising retrans costs and fickle stations who raise the ante for carriage on a whim, but the breaking point could be looming near, especially as skinny bundles and virtual MVPDs proliferate.",0.0,0,0.0,0.0,37,0.1
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"NETFLIX RECENTLY ENCOUNTERED a 2.5-hour weekend outage (a weekend outage!), ultimately attributed to  streaming issues. It was occurring just one day after the company made its new Marvel TV  series Luke Cage available to stream, and loyal customers were less than pleased.",0.0,0,82.0,0.0,44,0.4
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"4K/UHD TVs: Shipments are expected to reach 15.6 million units, up 51%, and pump revenues of $14.6 billion, up 38%.",0.0,0,71.0,0.0,22,0.2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"Dish Network also sees great promise in the melding of pay TV packages,  OTT delivery and app experiences, Niraj Desai, the company's vice president of product management, said.",0.0,0,29.0,0.0,29,0.1
0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"BJ: I think we'll be able to solidify our business day because that's where we do the best journalism and the best coverage of these important issues. Our next challenge, and it's always been a challenge, is reaching younger viewers. I've got kids in their 20s, and they don't watch business news. They don't yet understand the importance of this. So it's getting this information in the younger people's hands so that they understand when they start getting married and buy houses and buy cars and start planning for their futures that there's a home for them to go to get information to make those decisions.",0.0,0,46.0,0.0,106,0.4
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Fred Graver was promoted to senior vice president, digital  content and social for  Discovery Digital at  Discovery Communications, based in New York. He comes from social- media platform Twitter, where he had most recently served as Global Head of TV.",0.0,0,48.0,1.0,43,0.1
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Comrade Detective follows cops Gregor Anghel and Iosef Baciu as they investigate the murder of a fellow officer. Executive producer Channing Tatum and Joseph Gordon-Levitt voice the main characters. While investigating, the cops unearth a plot to bring capitalism to Romania.",0.0,0,50.0,1.0,41,0.1
0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,"[Last] week, for example, AT&T said DirecTV Now, its virtual MVPD service, added 152,000 subs in Q2, but the telco lost 351,000 “traditional”  video subs (DirecTV and U-verse). DirecTV Now is competing in the vMVPD sector against  OTT players including Sling TV, YouTube TV, PlayStation Vue and fuboTV. Notably, the latter two recently cut deals with the National Cable Television Cooperative Those deals could help NCTC's operators counter the pay TV cord-cutting trend by offering a  video product option … to broadband-only subs.",0.0,0,54.0,0.0,86,0.4
0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"NeuLion will capture the live  video stream from each venue, along with the ambient crowd noise, and strip out the regular broadcast TV commentary, stitching in play-byplay calls and commentary from announcers viewing that live stream from a centrally located studio in the U.K.",0.0,0,59.0,0.0,45,0.3
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"On the other hand,  OTT streaming services such as YouTube TV,  Hulu ,  Netflix , Sling TV, DirecTV Now and others have seen subscriber numbers rise, and cordcutters aren't the only ones signing up. Of all U.S. households with broadband, a whopping 63% subscribe to an  OTT streaming service, according to Parks Associates.",0.0,0,62.0,1.0,57,0.2
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,"GCI first offered a wireless product in 2004, reselling Dobson Communications service in the state. The company subsequently made several acquisitions to boost its wireless presence — including the communications operations of United Cos. in 2007, which opened up mobile service for more than 60 communities in rural Alaska. In 2012, GCI partnered with Alaska Communications (Alascom) to build out a wireless network, dubbed the Alaska Wireless Network, to meet anticipated competition from Verizon Communications. Two years after forming the partnership, GCI bought out Alascom's portion of AWS for $300 million. Today, GCI has about 222,000 wireless customers across the state.",0.0,0,66.0,0.0,101,0.2
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"The Crown's Claire Foy — who won the 2017 best actress Golden Globe — is a contender for an Emmy nomination, along with The Handmaid's Tale's Elisabeth Moss and Westworld's Evan Rachel Wood.",0.0,0,74.0,1.0,33,0.1
