index,year,version,page,paragraph,2500Bott,singlebott,bott_list,stage,scarcity,nonuniform_progress,performance_constraints,user_heterogeneity,cognitive,external,internal,coordination,transcational,technical,demand,2500partner,singlepartner,content_production,data_center/storage,Internet_infra,content_distribution,"browsers,_apps_&_smart_devices",advertising,end_users,external_partners,substitutional_partners,transactional,Song_Column_5,Z
520.0,2010.0,February-March-2010-(Sourcebook),94.0,"With streaming, a user can click on any location along a file’s timeline and begin to watch the video after a few seconds of buffering. Progressive downloads, on the other hand, require the file to be downloaded linearly, meaning that a user’s bandwidth may constrain the user from jumping ahead several minutes, at least until that portion of the video file has been downloaded.",1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
560.0,2010.0,February-March-2010-(Sourcebook),98.0,"Since this requesting is done, however, in a tightly controlled time frame, the added benefit is that the user is not downloading significant amounts of content that will later be abandoned. In addition, on Windows Media files, HTTP streaming can also be used to send commands such as fast-forward, rewind, pause, and location seek as trick mode requests, traditionally identified as streaming-only functionality.",1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
600.0,2010.0,February-March-2010-(Sourcebook),104.0,"In these solutions, the mechanisms used to distributejobs between systems are important, especially whendisparate transcoding systems will be used as part of amaster transcoding solution.For instance, while asimple “next job to next available node” paradigm canbe adequate when all of the nodes are based onidentical CPU processing technologies, newer CPUbased systems will often feature improved multicoreprocessor capabilities, special CPU functions that areoptimized for encoding, and faster speeds to thedegree that a newer system should be used to handlethe most complex transcoding output scenarios.",1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
720.0,2010.0,February-March-2010-(Sourcebook),126.0,"Service. Speed. Reliability. Anyone can deliver content, but the team behind Streaming Media Hosting’s award winning Content Delivery Network is passionate about empowering clients with the innovative solutions they need to compete online today. Whether a simple live broadcast or custom platform built to interact with millions of viewers worldwide, you can rely on Streaming Media Hosting to help understand your needs, evaluate, and implement effective solutions. Streaming Media Hosting also operates one of the largest data centers in Southern California, providing managed servers and mission-critical data center colocation. Call or go online today to learn more about how Streaming Media Hosting can empower you.",1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
80.0,2010.0,June-July-2010,16.0,"What he needed didn’t exist, but he knew he could create it if he could integrate the right ingredients. He started by using an analog video codec from Bell Laboratories, which he had some success with. However, the time it took to push the analog signal up to the satellite and then bounce it back down left a lot of room for errors to creep in. There were so many errors, in fact, that the modems on each end couldn’t remain in sync.",1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
160.0,2010.0,June-July-2010,29.0,"“If you think about a large enterprise that has a large number of locations,” Janicki says, “each one of those locations has an internet pipe that comes out of it. That pipe goes back to the headquarters and to the data center.” Essentially, if everyone at a given branch streams the video at the same time, it clogs up that pipe. But once the video gets inside the branch’s LAN, bandwidth is not an issue. ",1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
280.0,2010.0,June-July-2010,51.0,"“People out there trying to get … their stuff sponsored by clients shouldn’t be toointimidated because these are fun people, andthey’re looking for fun, creative folks.Ifanything, they’re probably hoping they’re coolenough and aren’t coming off conservative,”adds Martinez-Vargas.",1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
320.0,2010.0,June-July-2010,56.0,"There are more than 4,000 colleges and universities and well more than 100,000 K–12 schools in the U.S. If that’s not a big potential market for online video, I don’t know what is. Reaching the market starts with a conversation, talking with educators, demonstrating your product, and listening closely to their needs. The fact is that no great educator works in a vacuum. If you reach out to educators, tailor your message to them, and make a great case, the word will spread.",1.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,
40.0,2010.0,October-November-2010,10.0,"Diversity Streaming Media Europe offers a chance towatch trends through the lens of a geographysmaller than the U.S.but far more diverse—anddivergent—in terms of language and culturalfootprint.From the U.K.and host country Englandto select companies and representatives from keyEuropean Union states, Streaming Media Europeshowcases public TV, premium content, andsocial media upstarts on an equal stage.",1.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,
80.0,2010.0,October-November-2010,20.0,"Funny or Die’s ability to go from concept toposting quickly is another key to its success.McKay says he was driving in the car when heheard a John McCain campaign ad thatcompared Barack Obama’s celebrity status withParis Hilton’s.“I was like, ‘Oh, checkmate, myfriend,’ and I got on the phone with [Hilton’s]agent, and everything was done in a few days.”",1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
120.0,2010.0,October-November-2010,28.0,"There is also a new category of service offering emerging quickly: clouds. In some ways, the traditional CDN could be viewed as a PaaS (platform as a service) offering platforms for content distribution and hosting in the same way that Amazon’s CloudFront offers web or database hosting. ",1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
240.0,2010.0,October-November-2010,45.0,"Whether your video library includes thousands of files, or yours is one of the many organizations looking to reduce costs by using online video for communications and training, the Accordent Media Management System Express includes everything – application servers, high-performance platform and Accordent’s award-winning, automated software – that you need to be up and running in record time.",1.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
280.0,2010.0,October-November-2010,49.0,"“There’s a very unique idea in Adobe’s approach to multicasting,” said Pulier, “in which native multicast works together with application level multicasting. If a certain corporate office needs a low bandwidth (e.g., 400Kbps) due to its current bandwidth constraints, there’s no reason to penalize the rest of the viewers who are on a multicast-enabled portion of the network. The ability to send both high-bandwidth IP multicast and varying bandwidth peer-assisted multicast is one of FMS 4’s strong points.”",1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
80.0,2011.0,April-May-2011,24.0,Almost $6 billion per year: That’s the potential revenue that could be generated by professionally produced U.S. videos online if they were effectively paired with advertising.,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,
120.0,2011.0,April-May-2011,32.0,"The never-ending evolution of new tablets and smartphones means one thing for developers: Keep up or else. You must know which new platforms your clients will have to support in 6 months’ time. And you must help your clients be ready for these new platforms, or some other developer eventually will.",1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,
160.0,2011.0,April-May-2011,37.0,"Enhanced Movies – More than just streaming, the Microsoft Media Platform through Silverlight Enhanced Movies enables a movie-watching experience that rivals optical disc. Fans can explore a wealth of additional content about the movie, watch the latest trailers, participate in movie-related trivia games, and share clips on their favorite social networks, whether they are using a computer or their Windows Phone 7.",1.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,
240.0,2011.0,April-May-2011,50.0,"The shift from downloading to streaming is tectonic by digital standards, and, like the transition from optical media to downloads before it, it will be accompanied by much teeth-gnashing and lawyer wrangling as royalty payment standards are worked out as much in the courts as in the smoke-free backrooms of Palo Alto, Calif. In fact, London’s Financial Times asserts that attempts by Spotify and others to launch in the U.S. have been delayed mainly by the complexity of negotiating licensing terms with record companies and music publishers, not the underlying technology.",1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
440.0,2011.0,April-May-2011,80.0,"So good luck MPEG LA.The streamingmedia marketplace will be more profitable,and will evolve more rapidly, if you can takeWebM off the table and help solidify themarket around a single codec.",1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
480.0,2011.0,April-May-2011,84.0,"One of the major forces behind surging interest in HTML5 is the desire to deliver video content to the large and growing audience of Apple iOS users. In this session, a panel of industry experts shares crucial know-how for using HTML5 on iOS. The panel dispels widely held myths and reveals both the opportunities and limitations of HTML5 experiences on iPhones, iPads, and iPod Touch devices. You can also hear predictions for how HTML5 adoption on iOS could evolve in the year ahead. ",1.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,
120.0,2011.0,August-September-2011,24.0,"In line with this strategy, Tuzman started buying companies. Lots of companies. In 2008, KIT Digital acquired Visual Connection (telco/IPTV services), Kamera (mobile TV), and Morpheum (CMS vendor). The next year, the company bought Narrowstep (broadband TV provider), NuNet (its technology was incorporated into KIT Digital’s VX Enterprise solution), and The FeedRoom (broadband video).",1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,,
240.0,2011.0,August-September-2011,43.0,The streaming video content produced by St. John’s is broadcast quality: The university does live-switched three-camera shoots from its campus facilities. These are anchored by color and play-by-play commentators and dressed up with on-screen graphics and slow-motion replay.,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
280.0,2011.0,August-September-2011,54.0,"Frigoletto says that even Netflix, Inc. and iTunes, the biggest player in movie streaming and the world’s biggest music and video store, respectively, are hard pressed to deliver a true discrete multichannel audio experience, with the surround channels essentially interpolated using what he refers to as a “1970’s technology” such as phase shifting, smearing, and matrixing. Dolby Digital can handle a fully discrete surround soundtrack, but Frigoletto says that mobile applications don’t always offer the bandwidth needed to pass that through. “1080p is everywhere, even on handsets now, but getting 5.1 across is harder,” he says, referencing the perennial second-class status that many audiophiles believe sound is relegated to when it’s synced to picture.",1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,
440.0,2011.0,August-September-2011,80.0,"Then, the nickel dropped. Flash support is a significant competitive advantage of Android over that other platform that doesn’t support Flash. Google supports Flash on Android because it needs Flash to compete with that other platform. It’s not about the lofty goals of standards-based computing or the death of proprietary technologies. It’s about doing what it takes to succeed on all relevant platforms.",1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
40.0,2011.0,December-2011-January-2012,12.0,"“The iPad was in 20 million homes after 1year,” he says.“Apps are now seen as a powerful way to market and distribute video to bigger screens than just mobile phones. That’s what Mobovivo’s products are meant to do.”",1.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,
80.0,2011.0,December-2011-January-2012,27.0,"Once upon a time, web TV series were the exclusive domain of gaming geeks, narrow-niche tech experts, and die-hard fanboys/fangirls. But times have changed. Today, you can find web series starring TV/film celebrities such as Brent Spiner (Star Trek: The Next Generation), Mary Lynn Rajskub (24 and the new CBS series How to Be a Gentleman), and Illeana Douglas (Cape Fear, Seinfeld, Six Feet Under, and Law and Order: Special Victims Unit).",1.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
120.0,2011.0,December-2011-January-2012,35.0,"Act Now, Before the Window Closes If there is a moral to this tale, it is that established celebs can bring real value to a web series, and vice versa. This is because the web is akin to television in its early “golden days,” before the bean counters took control and experimentation flourished.",1.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
160.0,2011.0,December-2011-January-2012,44.0,"YouTube Usage YouTube usage among our top 20 was nearly ubiquitous, with 19 of 20 sites having their own YouTube channels. The average number of videos uploaded was 281, with an average of 21 million channel views. Not surprisingly, the clear leader in YouTube views as Red Bull, with 196 million, with Nike second at 90 million (Figure 9).",1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
240.0,2011.0,December-2011-January-2012,58.0,"“Not yet my friend; not yet,” counsels Boxee’s Ronen.“It’s way too early to think about 3D, in my view,” echoes Louderback.“ We have tons of other things that need to be solved first.”",1.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
360.0,2011.0,December-2011-January-2012,73.0,The fluid integration of multiple data sources and the ability of these to quickly blend together immediately and effortlessly become a critical point of difference in how solutions will continue to drive accurate recommendations and build consumer confidence and engagement. ,1.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
400.0,2011.0,December-2011-January-2012,77.0,"For as long as I have been involved with the CDN industry, vendors have touted the size and scale of their networks as if that alone was the solution to a customer’s application and content hosting needs. It seems to be a requirement for a CDN website to have a PoP map and a count of their servers and egress capacity. But you wouldn’t judge the speed of a race car just by weighing it, right? There’s more to it.",1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
480.0,2011.0,December-2011-January-2012,85.0,"However, even as computing platforms scale up, so do the demands of consumers. Consumer appetite for online video, and then HD content, was largely enabled due to the ever-increasing capacity of computers. Advances in desktop and notebook technology have enabled consumers to create millions of hours of content online. And even more recently, the explosion of adaptive streaming formats has multiplied the need for high-performance computing. All of these advances are in the name of giving consumers the richest, most direct access to whatever content they want, live or on-demand.",1.0,0.0,0.0,"1,2",0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,
80.0,2011.0,February-March-2011-(Sourcebook),20.0,"First, you must offer as much content variety as is humanly possible. This is what people expect from the web, and what they think they already get from cable and satellite. To retain your customers, you must exceed their expectations and keep them very, very happy.",1.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
120.0,2011.0,February-March-2011-(Sourcebook),24.0,"The integration of social media capabilities into videoplatforms is another example of the growing complexityof tasks facing companies as they create, manage, anddistribute live and on-demand rich media programmingon the corporate network.The expanding set oftechnical demands in managing videoinvolved communications in the enterprise leaves little room forerror for organizations deploying video solutions.",1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,
160.0,2011.0,February-March-2011-(Sourcebook),29.0,"The moral to this tale: If streaming media devices areto realize their true market potential, the days ofproprietary, incompatible, and limited access unitsmust end—and end quickly.Otherwise, this very cooltechnology could indeed suffer the fate of AM stereo.",1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,
280.0,2011.0,February-March-2011-(Sourcebook),47.0,"Reaction to the two acquisitions fueled conjecture that 2010 may be the watershed year for metadata’s rise. I think, though, that we’re seeing just a small glimpse of how the state of metadata will swell in popularity. ",1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
600.0,2011.0,February-March-2011-(Sourcebook),102.0,"In the quality debate, there seem to be two basic approaches: a pragmatic approach and a technical one. The pragmatic approach often comes down to a decision by content owners and their “golden eye” compressionists, balancing “good enough” against too lengthy encoding times. Still, the balance doesn’t limit premium content owners from wanting both speed and quality: The Holy Grail is a fast, robust system to encode content in real time (or faster than real time for file-based transcoding) at the highest possible quality.",1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
640.0,2011.0,February-March-2011-(Sourcebook),105.0,"With breakthrough services such as Cloudmass and public Internet-based Multicast, Octoshape is rewriting the rules for video delivery to provide the broadest scale, TV-quality viewing, at far lower prices than otherwise achievable today.",1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
720.0,2011.0,February-March-2011-(Sourcebook),115.0,"In April 2010, Steve Jobs published his thoughts on Flash in an open letter (www.apple.com/hotnews/thoughts-on-flash), which served as a clear industry marker that supporting HTML5 was going to be critical for reaching the hugely popular iOS devices and, probably more than any other event, triggered industry-wide uptake.",1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,
760.0,2011.0,February-March-2011-(Sourcebook),121.0,"Getting their work distributed was especially difficult given the subject matter and a legal action hanging over their heads. The U.S. Chamber of Commerce, the pro-business lobbying organization, sued them over a prank (“We impersonated them last year and announced a new position for them on climate change,” says Bonanno), and there’s always the possibility of future lawsuits from any company or agency in the film. Networks or distributors would require errors and omissions (E&O) insurance, a type of business liability insurance, to release the film, which is prohibitively expensive.",1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,
800.0,2011.0,February-March-2011-(Sourcebook),125.0,"After evaluating numerous processors from multiple vendors, the iStreamPlanet team selected the Intel Xeon processor 5500 series for both the encoding and origin servers. “The Intel Xeon processor 5500 series delivered far superior performance to the other processors we tested,” says Babic. “With this series, we had the processing performance for encoding video quickly and the memory bandwidth for caching large amounts of data. We even had processing headroom, so we could encode for additional bitrates if necessary. It was clear that these Intel processors would deliver the best possible media experience for the Olympic Games and beyond.”",1.0,1.0,0.0,q,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
880.0,2011.0,February-March-2011-(Sourcebook),139.0,"A dynamic web acceleration solution is a system of speeding up the delivery of applications that rely upon networks such as the Internet. By increasing the TCP throughput and maintaining a pool of open connections, dynamic web acceleration solutions significantly reduce the number of round-trips, thereby accelerating application response time. Dynamic web acceleration does not work by enabling the server to process information faster; rather, it speeds up and optimizes the way the server interacts with the network. ",1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
960.0,2011.0,February-March-2011-(Sourcebook),151.0,"Beyond a lack of accountability, the strategy of using multiple service providers actually costs more than using a single, integrated service provider. The main reason for this is the inability to achieve a bundled price for multiple services. With each provider delivering relatively few ser- vices, the business ends up paying a premium for each. Moreover, none of the providers view the business as a strategic account, which often translates into lower-quality customer support. Yet the delivery of mission-critical content and applications requires 24x7x365 expert-level support when serving a worldwide audience. ",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
1000.0,2011.0,February-March-2011-(Sourcebook),158.0,"As figure 1 below demonstrates, China’s Internet is a fragmented network of networks with a complex network topology. The nature of China’s network interconnectivity – typified by very few exchange points – makes it difficult to extend existing websites and web applications across China. The situation is exacerbated because end users in China are spread across vast geographies, with nearly thirty percent located in rural areas.",1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,,,
1160.0,2011.0,February-March-2011-(Sourcebook),181.0,"Kaltura provides the world’s first Open Source Online Video Platform. Over 100,000 web publishers, service providers, enterprises, developers, and educational institutions use Kaltura’s flexible platform to enhance their websites, web-services, and web-platforms with advanced customized video, photo and audio functionalities, including publishing, management, syndication, monetization and analysis, as well as content uploading and remixing. The platform also supports mobile delivery, live streaming, and more. Kaltura’s platform supports all major video standards including Adobe Flash, Microsoft Silverlight and HTML5 video. The Kaltura platform is the only platform that can be installed either as an on-premise solution (under a free, open source license or a commercial license) or as a fully hosted SaaS solution. For more information: www.kaltura.com and www.kaltura.org.",1.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
1320.0,2011.0,February-March-2011-(Sourcebook),196.0,"Ensemble Video helps organizations orchestrate their online video. Our proven system provides flexible infrastructure options including on-premise software, an appliance and a hosted SaaS solution.  Ensemble Video’s easy to use interface, extensive feature set and flexibility make Ensemble the obvious video platform for organizations who want to enable multiple users across their enterprise to distribute video effectively and in an affordable manner. Our packages support upload, ingestion, transcoding, management, publishing, streaming, storage, sharing and distribution of video assets to countless devices. Ensemble Video provides solutions for customers in higher education, corporate enterprise, k-12, medicine, government and technology service providers.",1.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
,2011.0,June-July-2011,20.0,"“They love their favorite stars,” says Evan of the viewers. “The musicians on YouTube are one of the biggest things that fans connect to. There’s this whole growing segment of the population where it’s like their primary entertainment medium, just to go on YouTube and watch the regular shows that are put on by everyone ranging from vloggers to musicians to filmmakers to people with camera phones.”",1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,80.0
,2011.0,June-July-2011,38.0,"The Rip Van Winkle is a sleeper tactic for your video. Filming videos with helpful information about your product, service, or industry can build a long-term treasure trove of knowledge for customers. This is the exact opposite of the viral video approach, and it’s not an overnight money machine. But as a tactic for building longterm resources for clients and potential clients, this is a must-do in the current business environment. A quick search for “how-to videos” reveals millions of options to learn just about anything, and almost all of these videos are usergenerated. Imagine if a company could share its own how-to videos in an engaging and easy-touse format. You would save on calls to customer service for those top 10 FAQs that everyone calls about. It’s an opportunity to engage with your customers after the sale. And you are building a long-term library of content that adds to your credibility and SEO and, ultimately, can lead to additional sales. You probably already have some legacy content. So set up a playlist on your favorite social video site with the top 10 FAQs or five walkthroughs of your most popular products, and let Rip Van Winkle get to work.",1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,200.0
40.0,2011.0,October-November-2011,18.0,"From Facebook to Twitter, blogs to Kickstarter, the internet has given music artists no shortage of engagement tools to connect with their fans, but those same tools can keep fans at a virtual arm’s length, with higher levels of engagement limited to the high-ticket VIP deals that garner a hurried meet-and-greet backstage. Multiplatinum rock band Incubus decided to ratchet that kind of connection up more than a few levels. For the week leading up to the release of its first new studio album in 5 years, the band and its crew turned a warehouse space in Los Angeles into a high-tech agora, where hundreds of aficionados chosen from its fan clubs converged to meet the band members, watch them rehearse and perform, participate with them on art projects using six large white canvases placed in the room and on instrument clinics, and just do an extended hang with their heroes. Using a range of streaming and internet platforms and technologies, Incubus was able to project that experience to an estimated 2 million additional fans around the world, making Incubus HQ Live a multifaceted multimedia experience.",1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
240.0,2011.0,October-November-2011,62.0,"1.The basics—price and operating system.Be sure to determine how pricing is scaled.For example, the base version of Cerify canonly analyze a single stream at a time, whichmay work in small shops, but it might beinsufficient for large-scale operations.",1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
