ind,index,year,version,page,paragraph,2500Bott,singlebott,stage,scarcity,nonuniform progress,performance constraints,user heterogeneity,cognitive,external,internal,coordination,transcational,technical,demand,2500partner,singlepartner,content production,data center/storage,Internet infra,content distribution,"browsers, apps & smart devices",advertising,end users,external partners,substitutional partners,bott list,bott_list,nonuniform_progress,performance_constraints,user_heterogeneity,content_production,data_center/storage,Internet_infra,content_distribution,"browsers,_apps_&_smart_devices",end_users,external_partners,substitutional_partners,transactional
6,600.0,2015.0,September-2015,81.0,"Today, service providers need to look beyond content security to ensure that their OTT TV services function optimally. These include the provision of the following: • Video trick modes • Multi-CDN interfacing and  dynamic selecting • Multi-audio, close captioning and multi-language subtitles • Parental and device playout control • Advanced features such as downloadto-go, electronic-sell-through and dynamic advertising insertion • Detailed user-behavior analytics The implementation of all these functions, that need to be packaged together on the client side before interfacing with backend systems, is best achieved with a secure video player.",1.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,,,,,,1.0,,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
7,680.0,2015.0,September-2015,91.0,"“The needs for enterprise video collaboration are distinct from the consumer-marketed video calling tools such has Skype and FaceTime,” Pinkerton says. “Specifically, enterprises require high reliability, conferencing scalability, interoperability with existing systems and infrastructure and stringent security.” ",1.0,0.0,0.0,0.0,,,,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,,,,,,0.0,,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
8,720.0,2015.0,September-2015,98.0,"As a growing house of worship, you can provide an alternative to secular shows by offering your own brand of streamed programming. Streaming video is a key catalyst in driving more consumers to view more content. It helps you disseminate knowledge and creates a global unified experience in real time.",1.0,1.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,0.0,,,,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
9,760.0,2015.0,September-2015,102.0,"Provide Support Providing a great customer experience is something that you must strive for, so I recommend having tech support staff on hand to address any technical issues that may arise during the stream. Having a chat window available on the same page as the streaming player enables the audience to give you real-time feedback on the stream itself. This allows you to make any adjustments and corrections during the stream, and puts both you and your viewers in a win-win situation since they can get instant support while you get instant reports of the stream. ",1.0,1.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
10,800.0,2015.0,September-2015,107.0,"When the videos are watched from a desk top or notebook computer connecting via Eth ernet or WiFi, this schema should work as well as adaptive streaming for most viewers. But a mobile user viewing via a cellular connection might experience some delays. If you anticipate lots of mobile viewing, you should upload lower resolution files, around 640x360, either as the only files to be viewed by all, or perhaps in a mobile channel or labeled as mobile versions.",1.0,1.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,,,,,,0.0,,,,,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,
0,80.0,2016.0,September-2016,12.0,"The pope’s words found a home with 11 YouTube creators and, through them, reached several million more.",1.0,1.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,,,0.0,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1,160.0,2016.0,September-2016,28.0,"With this comes increasing consumer demands. The “TV experience” has rapidly changed from appointment-based viewing-locked to one location at one specific time, on one standard linear screen - to now smart, interactive viewing experiences powering multiscreen offerings available anytime and anywhere, and personalized to the individual viewer’s preferences.",1.0,1.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,,,0.0,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,
2,200.0,2016.0,September-2016,33.0,"A TRUE PLATFORM APPROACH Ericsson’s MediaFirst TV Platform is a great example of this platform approach. Instead of treating each element of the OTT service delivery stack as a discreet silo, a platform method builds a foundation on which functionality can be productized and extended across live, time-shifted, and VoD content. The platform uses module elements to meet the needs of areas as diverse as subscriber management and billing all the way through to analytics to power enhanced features such as recommendation and even subscriber marketing activities. Other advanced features include end-toend OTT ABR delivery across any screen and multi-DRM content protection with support for PlayReady, Widevine, FairPlay, and Ericsson DRM. This level of OTT service protection allows entitlements rights to be enforceable on a per-user, perdevice and per-content basis to allow for highly granular bundle creation.",1.0,1.0,0.0,0.0,,,,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,,,,,,0.0,,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
3,240.0,2016.0,September-2016,34.0,"Mobile platforms have created an uber-concentrated focal point for human attention and encourage individualized viewing, anytime-anywhere viewing, and user-generated content, further exploding content quantity and variety.",1.0,1.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,,,,,0.0,,,,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,
4,360.0,2016.0,September-2016,47.0,"With 1.65 billion monthly active users, Facebook is the largest social network in the world. It’s no surprise that when the company introduced live streaming, the online video industry took notice. “If Facebook introduces a new technology,” said AOL Alpha GM and product director Drew Lesicko at Streaming Media East 2016, “we stop on a dime and rethink what we’re doing.” If you haven’t already begun streaming to Facebook Live, chances are good you’re looking to get started.",1.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
5,440.0,2016.0,September-2016,61.0,"In search of increased revenue, cost savings, improved service, and customer retention, service providers are migrating key services to the cloud. The number of TV services that are accessed over the network via a service platform or back end for video on demand (VOD), subscription video on demand (SVOD), and other TV Everywhere services such as start-over or catch-up is ramping up fast. The arguments in favor of the cloud are compelling and the momentum unstoppable, although the shift is not always straightforward and should give pause for thought.",1.0,1.0,0.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
6,520.0,2016.0,September-2016,70.0,"The AV1 codec (bit.ly/267ZDEL), recently announced by the Alliance for Open Media, is a partnership among Adobe, Amazon, AMD, ARM, ATEME, Cisco, Google, Intel, Ittiam, Mi- crosoft, Mozilla, Netflix, NVIDIA, and Vidyo. Based on Google’s VP10, this codec is expect- ed to ship sometime between the end of 2016 and 1Q 2017. Until more is known about this codec, it’s not practically relevant to broadcast- ers in late 2016, but it is worth monitoring.",1.0,1.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,,,,,,0.0,,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
7,560.0,2016.0,September-2016,78.0,"“ IBC is the most accessible resource for people, companies and organizations willing to know what’s hot and new, but don’t have a multi-million dollar R&D budget.” ",1.0,1.0,0.0,0.0,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,
0,120.0,2017.0,September-2017,19.0,"If you were tasked with supporting teachers in educational video production, the conventional approach to staffing such a team would be to hire videographers with strong pedagogical design backgrounds. These skills are necessary, but an undervalued and overlooked skill in our roster construction is artistic design. Video is a visual medium: There is some value to showing a talking head, and great value in recording the teacher away from the classroom, out in their discipline’s natural environment. But not all visual aids can be photographed. Custom artwork is required to develop high-quality educational video. A full-time graphic designer or scientific illustrator can provide significant bang for the buck by producing custom visual aids to enhance the video, and these visuals can be repurposed in other modes of teaching and research publication. Teachers rarely have any graphic design expertise beyond selecting PowerPoint themes, and they generally welcome expert support in beautifying their teaching materials.",1.0,0.0,0.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,,,0.0,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1,200.0,2017.0,September-2017,34.0,"In January 2017, the MPEG and ISO standards bodies issued a “Preliminary Joint Call for Evidence on Video Compression With Capability Beyond HEVC” (itu.int/en/ITU-T/study groups/2017-2020/16/Documents/201701/VideoCf E-SG16R1-AnnexH.pdf).According to the document, the evidence will explore “a broad variety of video source content, e.g.cameraview content, screen content, VR/360 video and high-dynamic-range video for such applications as broadcast (with live or pre-authored content), real-time video conferencing and video chat, on-demand viewing, storage-based media replay, consumer generated content, and surveillance with fixed or moving cameras.” It’s  unclear how long it would take for this codec to see the light of day, though work on HEVC began in 2004, and the codec received first stage approval in 2013.So, it’s going to be awhile.",1.0,1.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
0,120.0,2018.0,September-2018,16.0,"What about quality? Here I focused on AV1 vs.HEVC. I targeted the AV1 encode at 3Mbps, and the file rendered at 2,854Kbps. I ran several HEVC encodes at different data rates, and a 4,500Kbps HEVC file delivered almost identical video multimethod assessment fusion (VMAF) and peak signal-to-noise ratio (PSNR) quality. So, with my 5-second test clip, AV1 delivered equivalent quality at a 36.58% lower data rate. That’s impressive any way you look at it.",1.0,1.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,,,,,,0.0,,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
1,160.0,2018.0,September-2018,25.0,"The key focus for us was really about finding new ways to bring people together. We launched Facebook Mentions in July 2014, an app for public figures and celeb- rities to connect authentically with their fans from their phones. We saw good usage and retention, but we were missing the truly authentic connection with fans. So we started prototyping interactive video ideas that could help here, and Live was the clear favorite.",1.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,0.0,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2,360.0,2018.0,September-2018,51.0,"DELIVER THE QOE VIEWERS EXPECT It’s a fact: Consumers expect the same quality for OTT as they do for traditional broadcast channels. Research shows that 86% of video streaming viewers say it is very or extremely important to get a television-quality experience every time they watch content, and on every screen they use.",1.0,1.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,0.0,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
3,480.0,2018.0,September-2018,69.0,"“Tivù secures the content available on tivùon with Marlin DRM.We chose Marlin because it is an open standard and since the beginning it was ready to go with DASH and MHP (multimedia home platform), and now with HbbTV,” says Alberto Sigismondi, CEO, Tivù.HbbTV is Hybrid broadcast broadband TV, which is both an industry standard and promotional initiative for hybrid digital TV to harmonize the broadcast, IPTV, and broadband delivery of entertainment to the end consumer through connected TVs and set-top boxes.“The value and quality of content available on OTT, even for free television, is gradually increasing in value.Video format (4K) and protection is necessary to host content from different sources and players.Moreover, a good DRM helps in the management of rights through different platforms and devices,” he says.",1.0,1.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,,,,,,0.0,,,,,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,
0,160.0,2019.0,September-2019,28.0,"Streaming Media readers who distribute or deliver content understand the challenge in deploying a consistent experience across an ecosystem of varying capabilities and implementations. Seam less playback, for example, is a primary objective for the streaming client teams, and it is especially tricky with interactive content when you don’t know what to play ahead of time.  ",1.0,1.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,0.0,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1,280.0,2019.0,September-2019,46.0,"“While legislation may slow down the growth of addressable, I do not believe it will ever cease  to exist,” Doherty says. “There is always more we can do to protect users in terms of privacy, but a key best practice that the ad community should be acting on more is transparency. We practice transparency with all players and customers because this benefits the entire ecosystem. In order to allow consumers to feel comfortable with the growth and integration of addressable services, education of the consumer must  also occur—making sure they understand what information of theirs is being collected, where it’s going, how it’s used, and who is storing it. There is always more we can be doing to safeguard consumer data, but right now in this time of massive growth we must expel the myths and provide transparenWurl’s Sean Doherty Jr. believes that the advertising industry can avoid legislation that would hamper the growth of addressable TV  by being  as transparent  as possible. cy between all parties so both the advertisers and viewers can benefit.” ",1.0,0.0,0.0,0.0,,,,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,,,,,,0.0,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2,400.0,2019.0,September-2019,63.0,"Traditional Consumption Platforms  Gone are the glory days for cable and satellite platforms. Many of them fell asleep while the OTT revolution swept millions of subscribers away from their grasp. This has resulted in the coining of the phrase “cord-cutters,” referring to consumers cutting expensive satellite and cable subscriptions for cheaper IP alternatives, a particularly prevalent trend among millennials. The fight is not over, but traditional services are starting to migrate to more IP-focused delivery methods with greater flexibility in packages. Dish’s Sling in the U.S.and the new Sky Q boxes for Sky UK are examples of those who have been more successful in this regard.  ",1.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,,0.0,,,,,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,
3,560.0,2019.0,September-2019,89.0,"Video compression and related technologies are the bedrock of the online video industry, and they’ve always been the heart of Streaming Media.The Video Engineering Summit is for the hardcore video engineers, the ones who are really pushing the boundaries of video quality and compression efficiency.It’s about encoding and transcoding, packaging and delivery, player and UI development, and protocols.",1.0,1.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,,,,,,0.0,,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
